key,name,region,sector,tracks,domain,careers_url,ats,token,source_index,notes
borgwarner,BorgWarner,US,automotive,"automotive,ev,engineering,manufacturing",borgwarner.com,https://www.borgwarner.com/careers,,,sp500,"Auburn Hills, MI; S&P 500 / Fortune 500 auto supplier; powertrain and EV drivetrain components. Fortune Most Admired 202"
aptiv,Aptiv,US,automotive,"automotive,software,engineering,ev",aptiv.com,https://www.aptiv.com/careers,,,sp500,"Dublin HQ but major US operations; S&P 500; vehicle electrical architecture, autonomous safety systems. Spun off from De"
lear-corporation,Lear Corporation,US,automotive,"automotive,manufacturing,engineering",lear.com,https://www.lear.com/careers,,,sp500,"Southfield, MI; S&P 500 / Fortune 500 auto supplier; seating and electrical distribution systems."
visteon,Visteon,US,automotive,"automotive,software,engineering",visteon.com,https://www.visteon.com/careers,,,russell1000,"Van Buren Township, MI; cockpit electronics (instrument clusters, infotainment, HUDs). Known for software-heavy roles."
dana-incorporated,Dana Incorporated,US,automotive,"automotive,manufacturing,engineering",dana.com,https://www.dana.com/careers,,,russell1000,"Maumee, OH; power-conveyance and energy-management solutions for on/off-highway and EV drivetrains."
gentex-corporation,Gentex Corporation,US,automotive,"automotive,engineering",gentex.com,https://www.gentex.com/careers,,,russell1000,"Zeeland, MI; auto-dimming mirrors, vision systems, dimmable aircraft windows. Nasdaq-listed supplier."
american-axle-and-manufacturing,American Axle & Manufacturing,US,automotive,"automotive,manufacturing,engineering",aam.com,https://www.aam.com/careers,,,russell1000,"Detroit, MI; driveline and metal-forming products for light/commercial vehicles. NYSE: AXL."
dorman-products,Dorman Products,US,automotive,"automotive,aftermarket,engineering",dormanproducts.com,https://www.dormanproducts.com/pages/about/careers,,,russell1000,"Colmar, PA; aftermarket auto parts; $2.13B net sales in 2025. Nasdaq: DORM."
modine-manufacturing,Modine Manufacturing,US,automotive,"automotive,thermal,engineering,ev",modine.com,https://www.modine.com/careers,,,russell1000,"Racine, WI; thermal management systems for vehicles and data centers; growing EV/HVAC segment."
tenneco,Tenneco,US,automotive,"automotive,manufacturing,engineering",tenneco.com,,,,russell1000,"Lake Forest, IL; emission control, ride performance, and clean air products. Taken private by Apollo Global in 2022; sti"
rivian,Rivian,US,automotive,"ev,engineering,software,manufacturing",rivian.com,https://rivian.com/careers,,,russell1000,"Irvine, CA; electric adventure vehicles (R1T, R1S, commercial vans); Nasdaq-listed; new R2 platform launching. Heavy sof"
lucid-group,Lucid Group,US,automotive,"ev,engineering,software,manufacturing",lucidmotors.com,https://lucidmotors.com/careers,,,russell1000,"Newark, CA; luxury EV maker (Air sedan, Gravity SUV); Nasdaq-listed; PIF-backed; Uber robotaxi deal 2025."
zoox,Zoox,US,automotive,"autonomous-vehicle,ai,robotics,ev",zoox.com,https://zoox.com/careers,,,startup,"Foster City, CA; Amazon subsidiary; purpose-built bidirectional robotaxi (no steering wheel). Commercial launch in Austi"
mobileye,Mobileye,US,automotive,"adas,ai,automotive,software",mobileye.com,https://www.mobileye.com/careers,,,russell1000,Intel subsidiary; NYSE-listed (MBLY); global leader in ADAS chips and autonomy software; US R&D and engineering hub.
luminar-technologies,Luminar Technologies,US,automotive,"lidar,autonomous-vehicle,hardware,software",luminartech.com,https://www.luminartech.com/careers,,,russell1000,"Orlando, FL; Nasdaq-listed (LAZR); lidar sensors and autonomy software for automotive OEMs and trucking."
cox-automotive,Cox Automotive,US,automotive,"automotive,fintech,ecommerce,data",coxautoinc.com,https://jobs.coxenterprises.com/en/learn-about-us/businesses/cox-automotive/,,,startup,"Atlanta, GA; private (Cox Enterprises); owns Manheim auctions, Autotrader, Kelley Blue Book, vAuto, Dealertrack. ~30,000"
cargurus,CarGurus,US,automotive,"automotive,marketplace,tech",cargurus.com,https://careers.cargurus.com,,,russell1000,"Cambridge, MA; Nasdaq-listed; #1 most-visited US automotive marketplace. Built In's #1 Best Large Company to Work For in"
truecar,TrueCar,US,automotive,"automotive,marketplace,tech",truecar.com,https://www.truecar.com/careers,,,russell1000,"Santa Monica, CA; Nasdaq-listed (TRUE); automotive pricing and marketplace platform connecting consumers with dealers."
goodyear-tire-and-rubber-company,Goodyear Tire & Rubber Company,US,automotive,"automotive,manufacturing,engineering",goodyear.com,https://jobs.goodyear.com,,,fortune500,"Akron, OH; Fortune 500; one of world's largest tire makers; S&P 500-listed. Significant US manufacturing and R&D footpri"
advance-auto-parts,Advance Auto Parts,US,automotive,"automotive,aftermarket,retail",advanceautoparts.com,https://jobs.advanceautoparts.com,,,sp500,"Raleigh, NC; Fortune 500 / S&P 500; aftermarket auto parts retail chain. Divested Worldpac in 2024."
lkq-corporation,LKQ Corporation,US,automotive,"automotive,aftermarket,recycled-parts",lkqcorp.com,https://www.lkqcorp.com/careers,,,sp500,"Nashville, TN; S&P 500 / Fortune 500; largest North American distributor of recycled and aftermarket collision parts."
harley-davidson,Harley-Davidson,US,automotive,"automotive,motorcycle,ev,manufacturing",harley-davidson.com,https://careers.harley-davidson.com,,,sp500,"Milwaukee, WI; NYSE-listed (HOG); iconic motorcycle maker; LiveWire EV brand spun off. Engineering and software roles."
paccar,PACCAR,US,automotive,"automotive,trucking,manufacturing,engineering",paccar.com,https://www.paccar.com/careers,,,fortune500,"Bellevue, WA; Fortune 500 / S&P 500; Kenworth and Peterbilt truck brands; Class 8 truck leader. Also makes financial pro"
navistar-international,Navistar International,US,automotive,"automotive,trucking,manufacturing",navistar.com,,,,fortune500,"Lisle, IL; International brand trucks and IC Bus; acquired by Traton (Volkswagen) in 2021 but maintains US operations an"
oshkosh-corporation,Oshkosh Corporation,US,automotive,"automotive,specialty-vehicles,defense,ev",oshkoshcorp.com,https://www.oshkoshcorp.com/careers,,,sp500,"Oshkosh, WI; S&P 500; specialty and defense vehicles (JLG lifts, Oshkosh defense, Pierce fire trucks, USPS mail truck co"
wabash-national,Wabash National,US,automotive,"automotive,trucking,manufacturing",onewabash.com,https://www.onewabash.com/careers,,,russell1000,"Lafayette, IN; NYSE-listed (WNC); largest US manufacturer of semi-trailers and liquid-transportation systems."
tata-consultancy-services-in,Tata Consultancy Services,IN,technology,"engineering,consulting,ai",tcs.com,https://www.tcs.com/careers,,,nifty500,India's largest IT services company by market cap; global delivery; NIFTY 50 constituent.
infosys-in,Infosys,IN,technology,"engineering,consulting,ai,cloud",infosys.com,https://www.infosys.com/careers/,,,nifty500,Second largest Indian IT services firm; NASDAQ-listed; major hiring across India.
wipro-in,Wipro,IN,technology,"engineering,consulting,cloud",wipro.com,https://careers.wipro.com/,,,nifty500,Large-cap IT services and consulting; Bangalore HQ; NYSE/BSE listed.
hcl-technologies,HCL Technologies,IN,technology,"engineering,cloud,infrastructure",hcltech.com,https://www.hcltech.com/careers,,,nifty500,Top-5 Indian IT services; strong in infrastructure management and engineering R&D.
tech-mahindra,Tech Mahindra,IN,technology,"engineering,telecom,ai",techmahindra.com,https://careers.techmahindra.com/,,,nifty500,Mahindra Group IT arm; telecom vertical strength; NIFTY IT index constituent.
ltimindtree,LTIMindtree,IN,technology,"engineering,cloud,data",ltimindtree.com,https://www.ltimindtree.com/careers/,,,nifty500,Merger of L&T Infotech and Mindtree (2022); mid-large cap IT services; strong data and cloud practice.
mphasis,Mphasis,IN,technology,"engineering,fintech,cloud",mphasis.com,https://careers.mphasis.com/,,,bse500,HP-origin IT services; strong BFSI/fintech focus; Blackstone-backed.
persistent-systems,Persistent Systems,IN,technology,"engineering,cloud,ai",persistent.com,https://www.persistent.com/careers/,,,bse500,Pune-based; fastest growing mid-tier IT; strong in software product engineering and AI.
coforge,Coforge,IN,technology,"engineering,fintech,travel",coforge.com,https://www.coforge.com/careers,,,bse500,"Mid-tier IT services; strong in BFSI, travel and transport verticals; formerly NIIT Technologies."
kpit-technologies,KPIT Technologies,IN,technology,"engineering,automotive,embedded",kpit.com,https://www.kpit.com/careers/,,,bse500,Automotive software engineering specialist; key partner to global OEMs; Pune HQ.
hexaware-technologies,Hexaware Technologies,IN,technology,"engineering,cloud,ai",hexaware.com,https://hexaware.com/careers/,,,bse500,Re-listed on BSE/NSE in 2025 after Carlyle buyout; strong in AI-led automation and BFS.
birlasoft,Birlasoft,IN,technology,"engineering,erp,cloud",birlasoft.com,https://www.birlasoft.com/careers,,,bse500,CK Birla Group IT arm; mid-cap IT services with SAP/Oracle ERP and cloud focus.
zensar-technologies,Zensar Technologies,IN,technology,"engineering,retail,cloud",zensar.com,https://www.zensar.com/careers,,,bse500,RPG Group IT company; digital and cloud transformation services.
flipkart,Flipkart,IN,technology,"ecommerce,product,engineering,data",flipkart.com,https://www.flipkart.com/careers,,,startup,India's largest e-commerce marketplace; Walmart subsidiary; large Bangalore tech org.
paytm,Paytm,IN,technology,"fintech,payments,product,engineering",paytm.com,https://paytm.com/careers,,,nifty500,"NSE-listed fintech (One97 Communications); payments, lending, insurance distribution."
nykaa,Nykaa,IN,technology,"ecommerce,product,engineering",nykaa.com,https://careers.nykaa.com/,,,nifty500,NSE/BSE listed beauty and fashion e-commerce; large tech org in Mumbai and Bangalore.
darwinbox,Darwinbox,IN,technology,"hrtech,saas,product,engineering",darwinbox.com,https://darwinbox.com/about/careers,,,startup,Asia's fastest-growing HR tech platform; unicorn; Hyderabad HQ; Sequoia-backed.
l-and-t-technology-services,L&T Technology Services,IN,consulting-services,"engineering-services,consulting,iot,embedded",ltts.com,https://www.ltts.com/careers,,,nifty500,"Engineering R&D services spin-off of L&T; strong in automotive, aerospace, medtech"
cyient,Cyient,IN,consulting-services,"engineering-services,consulting,aerospace,semiconductor",cyient.com,https://www.cyient.com/careers,,,nifty500,"Engineering and technology solutions; strong in aerospace, defense, semiconductor, utilities"
tata-elxsi,Tata Elxsi,IN,consulting-services,"engineering-services,design,automotive,media",tataelxsi.com,https://www.tataelxsi.com/careers/,,,nifty500,"Design-led engineering services (Tata Group); strong in automotive, broadcast, healthcare product engineering"
mastech-digital,Mastech Digital,IN,consulting-services,"staffing,data,ai,consulting",mastechdigital.com,https://www.mastechdigital.com/careers/,,,startup,Digital transformation and IT staffing; data management and analytics consulting practice
niit,NIIT,IN,consulting-services,"training,bpo,consulting",niit.com,https://www.niit.com/en/careers,,,bse500,Managed training services (MTS) and skills consulting; large enterprise L&D outsourcing
accenture-india,Accenture India,IN,consulting-services,"consulting,software-engineering,cloud,ai",accenture.com,https://www.accenture.com/in-en/careers,,,startup,Global MNC with one of its largest delivery centres in India; major India employer across all consulting tracks
capgemini-india,Capgemini India,IN,consulting-services,"consulting,cloud,data,software-engineering",capgemini.com,https://www.capgemini.com/in-en/careers/,,,startup,France-headquartered; India is largest delivery hub; Sogeti + Capgemini Engineering merged; ~170k India employees
ibm-india,IBM India,IN,consulting-services,"consulting,cloud,ai,data",ibm.com,https://www.ibm.com/in-en/employment/,,,startup,IBM Consulting (formerly GBS) has large India headcount; strong in hybrid cloud (Red Hat) and AI (watsonx) consulting
deloitte-india,Deloitte India,IN,consulting-services,"consulting,audit,risk,technology",deloitte.com,https://www2.deloitte.com/in/en/careers.html,,,startup,"Big Four; Deloitte USI (India offices) is a major employer for consulting, tech, and audit; Hyderabad + Mumbai + Bangalo"
pricewaterhousecoopers-india,PricewaterhouseCoopers India,IN,consulting-services,"consulting,audit,tax,technology",pwc.in,https://www.pwc.in/careers.html,,,startup,Big Four; PwC India + PricewaterhouseCoopers Service Delivery Center; technology consulting and deals advisory
ernst-and-young-india-ey,Ernst & Young India (EY),IN,consulting-services,"consulting,audit,tax,technology",ey.com,https://www.ey.com/en_in/careers,,,startup,Big Four; EY GDS (Global Delivery Services) in India is a major employer; technology risk and transformation focus
kpmg-india,KPMG India,IN,consulting-services,"consulting,audit,tax,risk",kpmg.com,https://kpmg.com/in/en/home/careers.html,,,startup,"Big Four; KPMG India + KPMG Global Services; advisory, deal advisory, and technology consulting"
mckinsey-and-company-india,McKinsey & Company India,IN,consulting-services,"strategy-consulting,management-consulting,ai",mckinsey.com,https://www.mckinsey.com/careers,,,startup,"Top strategy consultancy; significant India offices (Mumbai, Delhi, Bangalore, Hyderabad); also QuantumBlack (AI) hub in"
boston-consulting-group-india,Boston Consulting Group India,IN,consulting-services,"strategy-consulting,management-consulting,ai",bcg.com,https://www.bcg.com/careers/overview,,,startup,Top strategy consultancy; BCG X (tech build + design) has Bangalore hub; strong campus hiring at IITs/IIMs
bain-and-company-india,Bain & Company India,IN,consulting-services,"strategy-consulting,management-consulting,pe",bain.com,https://www.bain.com/careers/,,,startup,Top strategy consultancy; Mumbai + Delhi offices; known for PE due diligence and consumer/retail practices in India
cbre-group,CBRE Group,US,real-estate-construction,"commercial-real-estate,facilities-management,brokerage",cbre.com,https://careers.cbre.com,,,fortune500,"World's largest commercial real estate services firm by revenue (~$36B). Fortune 500, S&P 500. Full-service: brokerage, "
jones-lang-lasalle-jll,Jones Lang LaSalle (JLL),US,real-estate-construction,"commercial-real-estate,brokerage,facilities-management",jll.com,https://www.jll.com/en/careers,,,fortune500,"Fortune 500 (#188 in 2025), S&P 500. ~$23B revenue. Global commercial real estate services and investment management."
cushman-and-wakefield,Cushman & Wakefield,US,real-estate-construction,"commercial-real-estate,brokerage,property-management",cushmanwakefield.com,https://careers.cushmanwakefield.com,,,sp500,"Top-4 global CRE services firm. ~$10B revenue. NYSE listed. Strong across leasing, capital markets, and property managem"
colliers-international,Colliers International,US,real-estate-construction,"commercial-real-estate,brokerage",colliers.com,https://www.colliers.com/en/careers,,,russell1000,~$9.6B revenue. NASDAQ listed. Global diversified real estate services and investment management.
prologis,Prologis,US,real-estate-construction,"industrial-reit,logistics-real-estate",prologis.com,https://www.prologis.com/about/careers,,,sp500,Largest industrial REIT globally (~$119B market cap). S&P 500. Owns ~1B sq ft of logistics/warehouse properties across 1
simon-property-group,Simon Property Group,US,real-estate-construction,"retail-reit,mall-operator",simon.com,https://careers.simon.com,,,sp500,Largest US retail REIT (~$60B market cap). S&P 500. Largest mall operator in the US with interests in 204 large retail p
welltower,Welltower,US,real-estate-construction,"healthcare-reit,senior-housing",welltower.com,https://www.welltower.com/careers,,,sp500,"Largest US REIT by market cap (~$136B). S&P 500. Focuses on senior housing, post-acute care, and outpatient medical prop"
avalonbay-communities,AvalonBay Communities,US,real-estate-construction,"residential-reit,multifamily",avalonbay.com,https://www.avalonbay.com/careers,,,sp500,"Third-largest US apartment owner. S&P 500. Develops, redevelops, and manages upscale apartment communities."
equity-residential,Equity Residential,US,real-estate-construction,"residential-reit,multifamily",equityapartments.com,https://www.equityapartments.com/careers,,,sp500,Second-largest US apartment owner. S&P 500. 309 properties in large US cities.
invitation-homes,Invitation Homes,US,real-estate-construction,"single-family-rental,reit",invitationhomes.com,https://www.invitationhomes.com/careers,,,sp500,Nation's premier single-family home leasing and management company. S&P 500 company. NYSE: INVH.
american-homes-4-rent,American Homes 4 Rent,US,real-estate-construction,"single-family-rental,reit",americanhomes4rent.com,https://www.americanhomes4rent.com/about/careers,,,russell1000,"Owns over 61,000 single-family rental properties. NYSE: AMH. Major SFR REIT focused on Southeast, Midwest, Southwest."
d-r-horton,D.R. Horton,US,real-estate-construction,"homebuilding,residential-construction",drhorton.com,https://www.drhorton.com/company/careers,,,fortune500,"Largest US homebuilder by homes closed. Fortune 500, S&P 500. Operates in 126 markets across 36 states."
lennar-corporation,Lennar Corporation,US,real-estate-construction,"homebuilding,residential-construction",lennar.com,https://www.lennar.com/about/careers,,,fortune500,"Second-largest US homebuilder. Fortune 500, S&P 500. Operates in major US markets with a financial services segment."
pultegroup,PulteGroup,US,real-estate-construction,"homebuilding,residential-construction",pultegroupinc.com,https://careers.pultegroupinc.com,,,sp500,"Third-largest US homebuilder. S&P 500. Builds under Pulte Homes, Centex, Del Webb, DiVosta brands."
nvr,NVR,US,real-estate-construction,"homebuilding,mortgage",nvrinc.com,https://www.nvrinc.com/careers,,,sp500,"Fortune 500 homebuilder operating as Ryan Homes, NVHomes, and Heartland Homes. Known for asset-light land strategy and h"
toll-brothers,Toll Brothers,US,real-estate-construction,"homebuilding,luxury-residential",tollbrothers.com,https://www.tollbrothers.com/careers,,,sp500,"Nation's leading luxury homebuilder. S&P 500. Targets affluent move-up, empty-nester, and active-adult buyers."
kb-home,KB Home,US,real-estate-construction,"homebuilding,residential-construction",kbhome.com,https://ir.kbhome.com/careers,,,russell1000,One of the largest US homebuilders. NYSE: KBH. Known for built-to-order homes in 47 markets across 8 states.
meritage-homes,Meritage Homes,US,real-estate-construction,"homebuilding,residential-construction",meritagehomes.com,https://www.meritagehomes.com/about/careers,,,russell1000,Fifth-largest US homebuilder by homes closed. NYSE: MTH. Focused on energy-efficient homes in the Sun Belt.
century-communities,Century Communities,US,real-estate-construction,"homebuilding,residential-construction",centurycommunities.com,https://www.centurycommunities.com/about/careers,,,russell1000,One of the nation's largest homebuilders. NYSE: CCS. Builds in 18 states across the US.
bechtel,Bechtel,US,real-estate-construction,"engineering-construction,infrastructure,EPC",bechtel.com,https://www.bechtel.com/careers,,,startup,Largest US private construction/engineering company by revenue ($36.5B in 2025). Employee-owned. Major infrastructure an
aecom,AECOM,US,real-estate-construction,"engineering-construction,infrastructure,consulting",aecom.com,https://www.aecom.com/careers,,,sp500,"Fortune 500 engineering and construction firm with 87,000+ employees in 150+ countries. NYSE: ACM. Transportation, water"
fluor-corporation,Fluor Corporation,US,real-estate-construction,"engineering-construction,EPC,energy",fluor.com,https://www.fluor.com/careers,,,fortune500,"Fortune 500 EPC firm (~$20.3B revenue 2025). NYSE: FLR. Major engineering, procurement, and construction projects in ene"
jacobs-solutions,Jacobs Solutions,US,real-estate-construction,"engineering-construction,consulting,infrastructure",jacobs.com,https://www.jacobs.com/careers,,,sp500,"Global engineering and consulting firm. NYSE: J. 50,000+ employees, $13B revenue. Focus on infrastructure, advanced manu"
kiewit-corporation,Kiewit Corporation,US,real-estate-construction,"engineering-construction,infrastructure",kiewit.com,https://www.kiewit.com/careers,,,startup,Employee-owned construction and engineering company (~$10.5B revenue 2025). One of largest US general contractors; highw
skanska-usa,Skanska USA,US,real-estate-construction,"engineering-construction,commercial-building",skanska.com,https://www.skanska.com/careers,,,startup,US subsidiary of Swedish Skanska AB. ~$8.5B US revenue. Top US general contractor for commercial buildings and infrastru
turner-construction,Turner Construction,US,real-estate-construction,"general-contracting,commercial-building",turnerconstruction.com,https://www.turnerconstruction.com/careers,,,startup,Subsidiary of HOCHTIEF. Largest US general contractor by revenue ($11B+). Headquarters in New York. Major commercial and
clark-construction-group,Clark Construction Group,US,real-estate-construction,"general-contracting,commercial-building,infrastructure",clarkconstruction.com,https://www.clarkconstruction.com/careers,,,startup,"One of the largest US private general contractors. Headquarters Bethesda, MD. Major civic, government, and commercial pr"
dpr-construction,DPR Construction,US,real-estate-construction,"general-contracting,commercial-building,tech-advanced-facilities",dpr.com,https://www.dpr.com/careers,,,startup,"Employee-owned general contractor specializing in technically complex sectors (life sciences, tech, healthcare, educatio"
wsp-global-wsp-usa,WSP Global (WSP USA),US,real-estate-construction,"engineering-consulting,infrastructure,environmental",wsp.com,https://www.wsp.com/en-us/careers,,,russell1000,Global professional services firm with major US operations. Headquarters New York City for US division. Top civil engine
zillow-group,Zillow Group,US,real-estate-construction,"proptech,residential-listings,real-estate-data",zillowgroup.com,https://www.zillowgroup.com/careers,,,russell1000,"Largest US online residential real estate marketplace. NASDAQ: Z/ZG. Operates Zillow, Trulia, Hotpads, StreetEasy."
costar-group,CoStar Group,US,real-estate-construction,"proptech,commercial-real-estate-data,analytics",costargroup.com,https://www.costargroup.com/careers,,,russell1000,"NASDAQ: CSGP. Leading provider of commercial real estate information, analytics, and marketplaces (CoStar, Apartments.co"
opendoor-technologies,Opendoor Technologies,US,real-estate-construction,"proptech,ibuying,residential",opendoor.com,https://www.opendoor.com/w/careers,,,russell1000,NASDAQ: OPEN. Pioneered the iBuying model for instant home offers. One of the most funded residential proptech companies
compass,Compass,US,real-estate-construction,"proptech,residential-brokerage,real-estate-tech",compass.com,https://www.compass.com/careers,,,russell1000,NYSE: COMP. Tech-powered residential real estate brokerage. One of most funded proptech companies; operates across 40+ m
redfin,Redfin,US,real-estate-construction,"proptech,residential-brokerage,real-estate-tech",redfin.com,https://www.redfin.com/about/jobs,,,russell1000,"Tech-powered residential brokerage; being acquired by Rocket Companies (2025, $1.75B deal). 50M monthly visitors, 2,200+"
newmark-group,Newmark Group,US,real-estate-construction,"commercial-real-estate,brokerage,capital-markets",nmrk.com,https://www.nmrk.com/careers,,,russell1000,NASDAQ: NMRK. Top-tier commercial real estate advisory and brokerage firm. #1 ranked mortgage banking and brokerage by C
marcus-and-millichap,Marcus & Millichap,US,real-estate-construction,"commercial-real-estate,investment-sales,brokerage",marcusmillichap.com,https://www.marcusmillichap.com/careers,,,russell1000,NYSE: MMI. Largest US firm specializing in real estate investment sales. Provided $12.2B in loans; $6.8B in multifamily 
walker-and-dunlop,Walker & Dunlop,US,real-estate-construction,"commercial-real-estate,mortgage,capital-markets",walkerdunlop.com,https://www.walkerdunlop.com/careers,,,russell1000,"NYSE: WD. One of the largest US commercial real estate finance firms. $32B+ in multifamily financing, $37.7B total loans"
appfolio,AppFolio,US,real-estate-construction,"proptech,property-management-software,SaaS",appfolio.com,https://www.appfolio.com/company/careers,,,russell1000,NASDAQ: APPF. Leading property management software platform for residential and commercial landlords. Growing AI-native 
procore-technologies,Procore Technologies,US,real-estate-construction,"construction-tech,SaaS,project-management",procore.com,https://careers.procore.com,,,russell1000,"NYSE: PCOR. Leading cloud-based construction management platform. Serves general contractors, owners, and specialty cont"
servicetitan,ServiceTitan,US,real-estate-construction,"construction-tech,field-service,SaaS",servicetitan.com,https://www.servicetitan.com/careers,,,startup,"IPO in December 2024 ($625M raise). End-to-end platform for HVAC, plumbing, electrical, and other trade contractors. Com"
realpage,RealPage,US,real-estate-construction,"proptech,property-management-software,multifamily",realpage.com,https://www.realpage.com/careers,,,startup,Taken private by Thoma Bravo in 2021. Leading property management software and analytics for multifamily and commercial 
eliseai,EliseAI,US,real-estate-construction,"proptech,AI,multifamily-automation",eliseai.com,https://www.eliseai.com/careers,,,startup,"Unicorn ($2.2B valuation, Aug 2025). AI-powered property management platform; covers 10% of US apartment market. $250M S"
icon-build,ICON Build,US,real-estate-construction,"construction-tech,3d-printing,affordable-housing",iconbuild.com,https://www.iconbuild.com/careers,,,startup,Austin-based construction technology company using 3D printing (Vulcan robot) for homes. First company in America with a
weyerhaeuser,Weyerhaeuser,US,real-estate-construction,"timber-reit,real-estate,forestry",weyerhaeuser.com,https://www.weyerhaeuser.com/careers,,,sp500,NYSE: WY. S&P 500. One of the world's largest private owners of timberlands. Also operates real estate and homebuilding 
howard-hughes-holdings,Howard Hughes Holdings,US,real-estate-construction,"real-estate-development,master-planned-communities",howardhughes.com,https://www.howardhughes.com/careers,,,russell1000,NYSE: HHH. Developer and operator of master-planned communities (MPCs) across the US. Major projects in Houston (The Woo
vts,VTS,US,real-estate-construction,"proptech,commercial-real-estate,SaaS,leasing",vts.com,https://www.vts.com/careers,,,startup,Leading commercial real estate leasing and asset management platform. Backed by major investors; $1.7B+ valuation. Used 
state-bank-of-india,State Bank of India,IN,finance-banking,"banking,retail-banking,corporate-banking",sbi.co.in,https://bank.sbi/careers,,,nifty500,India's largest public sector bank by assets; millions of employees; biggest PSU bank employer
hdfc-bank,HDFC Bank,IN,finance-banking,"banking,retail-banking,corporate-banking,fintech",hdfcbank.com,https://www.hdfcbank.com/content/bbp/repositories/723fb80a-2dde-42a3-9793-7ae1be57c87f/?folder=WEB/Careers/careers,,,nifty500,India's largest private sector bank by market cap; merged with HDFC Ltd in 2023; consistently large tech and banking hir
icici-bank,ICICI Bank,IN,finance-banking,"banking,retail-banking,corporate-banking,digital-banking",icicibank.com,https://www.icicibank.com/careers,,,nifty500,Second-largest private bank; strong digital banking and tech investment; large annual hiring
axis-bank,Axis Bank,IN,finance-banking,"banking,retail-banking,corporate-banking",axisbank.com,https://www.axisbank.com/about-us/careers,,,nifty500,"Third-largest private sector bank; active hiring across branches, tech, and corporate banking"
kotak-mahindra-bank,Kotak Mahindra Bank,IN,finance-banking,"banking,wealth-management,retail-banking",kotak.com,https://www.kotak.com/en/careers.html,,,nifty500,Major private bank known for wealth management; parent holds Kotak AMC and Kotak Life
yes-bank,Yes Bank,IN,finance-banking,"banking,retail-banking,corporate-banking",yesbank.in,,,,nifty500,Mid-size private sector bank; rebuilt post-2020 rescue; active in tech and transformation hiring
indusind-bank,IndusInd Bank,IN,finance-banking,"banking,retail-banking,vehicle-finance",indusind.com,,,,nifty500,Private sector bank with strong vehicle finance and microfinance arms; NIFTY 50 constituent
federal-bank,Federal Bank,IN,finance-banking,"banking,retail-banking",federalbank.co.in,https://www.federalbank.co.in/web/guest/careers,,,nifty500,"Kerala-headquartered mid-size private bank; banking partner for fintech neobanks (Jupiter, Fi)"
idfc-first-bank,IDFC First Bank,IN,finance-banking,"banking,retail-banking,digital-banking",idfcfirstbank.com,,,,nifty500,Formed from merger of IDFC Bank and Capital First; growth-stage private bank with active hiring
punjab-national-bank,Punjab National Bank,IN,finance-banking,"banking,retail-banking,corporate-banking",pnbindia.in,,,,bse500,Second-largest public sector bank; one of the 12 nationalized banks under GoI; large scale hiring via IBPS
bank-of-baroda,Bank of Baroda,IN,finance-banking,"banking,retail-banking,international-banking",bankofbaroda.in,https://www.bankofbaroda.in/about-us/careers,,,bse500,Major PSU bank with global presence in 17 countries; merged with Vijaya Bank and Dena Bank
canara-bank,Canara Bank,IN,finance-banking,"banking,retail-banking",canarabank.com,,,,bse500,One of the largest PSU banks after Syndicate Bank merger; strong South India presence
bajaj-finance,Bajaj Finance,IN,finance-banking,"nbfc,consumer-lending,fintech",bajajfinserv.in,https://www.bajajfinserv.in/careers,,,nifty500,"India's largest NBFC by AUM; aggressive hiring in consumer and SME lending, digital products"
shriram-finance,Shriram Finance,IN,finance-banking,"nbfc,vehicle-finance,msme-lending",shriramfinance.in,,,,nifty500,Largest retail NBFC; formed by merger of Shriram Transport and Shriram City; strong rural and semi-urban presence
muthoot-finance,Muthoot Finance,IN,finance-banking,"nbfc,gold-loans",muthootfinance.com,https://www.muthootfinance.com/careers,,,nifty500,India's largest gold loan NBFC; 5000+ branches; large-scale branch operations hiring
mahindra-and-mahindra-financial-services,Mahindra & Mahindra Financial Services,IN,finance-banking,"nbfc,rural-finance,vehicle-finance",mahindrafinance.com,,,,nifty500,Rural and semi-urban NBFC focused on vehicle and tractor finance; part of Mahindra Group
life-insurance-corporation-of-india,Life Insurance Corporation of India,IN,finance-banking,"insurance,life-insurance",licindia.in,https://careers.licindia.in/,,,nifty500,"India's largest insurer and institutional investor; listed in 2022; hires AAO, ADO, and agents at scale"
sbi-life-insurance,SBI Life Insurance,IN,finance-banking,"insurance,life-insurance",sbilife.co.in,https://www.sbilife.co.in/careers,,,nifty500,Joint venture of SBI and BNP Paribas Cardif; one of India's top private life insurers
hdfc-life-insurance,HDFC Life Insurance,IN,finance-banking,"insurance,life-insurance",hdfclife.com,https://www.hdfclife.com/careers,,,nifty500,Leading private life insurer; strong digital distribution; subsidiary of HDFC Bank post-merger
icici-prudential-life-insurance,ICICI Prudential Life Insurance,IN,finance-banking,"insurance,life-insurance",iciciprulife.com,https://www.iciciprulife.com/insurance-careers.html,,,nifty500,JV of ICICI Bank and Prudential plc; top-3 private life insurer; large sales and tech hiring
pb-fintech-policybazaar-paisabazaar,PB Fintech (Policybazaar / Paisabazaar),IN,finance-banking,"insurtech,fintech,marketplace",pbfintech.in,https://www.policybazaar.com/careers/,,,nifty500,Listed parent of Policybazaar (insurance marketplace) and Paisabazaar (lending marketplace); strong product and tech hir
